text,sentiment
Worst experience item 8734,0
I love this! item 8735,1
Amazing experience item 8736,1
Great product item 8737,1
Very happy with this item 8738,1
I love this! item 8739,1
Avoid this item 8740,0
Worst experience item 8741,0
Complete garbage item 8742,0
Highly recommend item 8743,1
Poor quality item 8744,0
Very happy with this item 8745,1
Do not buy item 8746,0
Very disappointed item 8747,0
Terrible product item 8748,0
Great product item 8749,1
Waste of money item 8750,0
Excellent service item 8751,1
Very happy with this item 8752,1
Excellent service item 8753,1
Worst experience item 8754,0
Avoid this item 8755,0
Great product item 8756,1
Very happy with this item 8757,1
Complete garbage item 8758,0
Complete garbage item 8759,0
I love this! item 8760,1
Complete garbage item 8761,0
Do not buy item 8762,0
Amazing experience item 8763,1
I love this! item 8764,1
Complete garbage item 8765,0
Very happy with this item 8766,1
Highly recommend item 8767,1
Do not buy item 8768,0
Worst experience item 8769,0
Waste of money item 8770,0
Great product item 8771,1
Highly recommend item 8772,1
Great product item 8773,1
Very happy with this item 8774,1
Terrible product item 8775,0
Avoid this item 8776,0
Amazing experience item 8777,1
Poor quality item 8778,0
Amazing experience item 8779,1
Best purchase ever item 8780,1
Fantastic quality item 8781,1
Great product item 8782,1
Worst experience item 8783,0
Best purchase ever item 8784,1
Fantastic quality item 8785,1
Worst experience item 8786,0
Terrible product item 8787,0
Waste of money item 8788,0
Fantastic quality item 8789,1
Great product item 8790,1
Poor quality item 8791,0
Very happy with this item 8792,1
Very disappointed item 8793,0
Complete garbage item 8794,0
Avoid this item 8795,0
I love this! item 8796,1
Do not buy item 8797,0
Best purchase ever item 8798,1
I love this! item 8799,1
Terrible product item 8800,0
Do not buy item 8801,0
Amazing experience item 8802,1
Very disappointed item 8803,0
Great product item 8804,1
Great product item 8805,1
Amazing experience item 8806,1
Terrible product item 8807,0
Poor quality item 8808,0
Waste of money item 8809,0
Poor quality item 8810,0
Worst experience item 8811,0
I love this! item 8812,1
Fantastic quality item 8813,1
Amazing experience item 8814,1
I love this! item 8815,1
Very disappointed item 8816,0
Complete garbage item 8817,0
Highly recommend item 8818,1
Poor quality item 8819,0
Waste of money item 8820,0
Worst experience item 8821,0
Waste of money item 8822,0
Complete garbage item 8823,0
Avoid this item 8824,0
Poor quality item 8825,0
I love this! item 8826,1
Great product item 8827,1
Terrible product item 8828,0
Avoid this item 8829,0
Great product item 8830,1
Excellent service item 8831,1
Best purchase ever item 8832,1
Excellent service item 8833,1
Complete garbage item 8834,0
Waste of money item 8835,0
Poor quality item 8836,0
Very happy with this item 8837,1
Complete garbage item 8838,0
Terrible product item 8839,0
Best purchase ever item 8840,1
Waste of money item 8841,0
Very happy with this item 8842,1
Very disappointed item 8843,0
Avoid this item 8844,0
Great product item 8845,1
Highly recommend item 8846,1
Excellent service item 8847,1
Complete garbage item 8848,0
Very disappointed item 8849,0
Waste of money item 8850,0
Highly recommend item 8851,1
Avoid this item 8852,0
Avoid this item 8853,0
Waste of money item 8854,0
Poor quality item 8855,0
Great product item 8856,1
Fantastic quality item 8857,1
Very disappointed item 8858,0
Amazing experience item 8859,1
Excellent service item 8860,1
Very happy with this item 8861,1
Waste of money item 8862,0
Excellent service item 8863,1
Very happy with this item 8864,1
Amazing experience item 8865,1
Terrible product item 8866,0
Great product item 8867,1
Fantastic quality item 8868,1
Worst experience item 8869,0
Highly recommend item 8870,1
Avoid this item 8871,0
Highly recommend item 8872,1
Poor quality item 8873,0
Complete garbage item 8874,0
Terrible product item 8875,0
Excellent service item 8876,1
Terrible product item 8877,0
Avoid this item 8878,0
Excellent service item 8879,1
I love this! item 8880,1
Amazing experience item 8881,1
Poor quality item 8882,0
Worst experience item 8883,0
Terrible product item 8884,0
Excellent service item 8885,1
Very happy with this item 8886,1
Best purchase ever item 8887,1
I love this! item 8888,1
Avoid this item 8889,0
Excellent service item 8890,1
I love this! item 8891,1
Avoid this item 8892,0
Terrible product item 8893,0
Terrible product item 8894,0
Highly recommend item 8895,1
Best purchase ever item 8896,1
Amazing experience item 8897,1
Complete garbage item 8898,0
Worst experience item 8899,0
Fantastic quality item 8900,1
Fantastic quality item 8901,1
Very happy with this item 8902,1
Worst experience item 8903,0
Do not buy item 8904,0
Best purchase ever item 8905,1
Very disappointed item 8906,0
Avoid this item 8907,0
Waste of money item 8908,0
Complete garbage item 8909,0
Fantastic quality item 8910,1
Amazing experience item 8911,1
Fantastic quality item 8912,1
Amazing experience item 8913,1
Do not buy item 8914,0
I love this! item 8915,1
Do not buy item 8916,0
Very happy with this item 8917,1
Fantastic quality item 8918,1
I love this! item 8919,1
Waste of money item 8920,0
Amazing experience item 8921,1
Poor quality item 8922,0
Avoid this item 8923,0
Excellent service item 8924,1
Excellent service item 8925,1
Waste of money item 8926,0
Do not buy item 8927,0
Terrible product item 8928,0
Highly recommend item 8929,1
Waste of money item 8930,0
Excellent service item 8931,1
Waste of money item 8932,0
Do not buy item 8933,0
Highly recommend item 8934,1
I love this! item 8935,1
Terrible product item 8936,0
I love this! item 8937,1
Highly recommend item 8938,1
Poor quality item 8939,0
Worst experience item 8940,0
I love this! item 8941,1
Worst experience item 8942,0
Terrible product item 8943,0
Very disappointed item 8944,0
I love this! item 8945,1
Very happy with this item 8946,1
Avoid this item 8947,0
Highly recommend item 8948,1
Amazing experience item 8949,1
Fantastic quality item 8950,1
Waste of money item 8951,0
Terrible product item 8952,0
Excellent service item 8953,1
Fantastic quality item 8954,1
Avoid this item 8955,0
Terrible product item 8956,0
Complete garbage item 8957,0
Great product item 8958,1
Fantastic quality item 8959,1
Waste of money item 8960,0
Terrible product item 8961,0
Excellent service item 8962,1
Very happy with this item 8963,1
Worst experience item 8964,0
Waste of money item 8965,0
Complete garbage item 8966,0
Poor quality item 8967,0
Excellent service item 8968,1
Amazing experience item 8969,1
Very happy with this item 8970,1
Excellent service item 8971,1
Excellent service item 8972,1
Best purchase ever item 8973,1
Very disappointed item 8974,0
Fantastic quality item 8975,1
I love this! item 8976,1
Poor quality item 8977,0
I love this! item 8978,1
Complete garbage item 8979,0
Avoid this item 8980,0
I love this! item 8981,1
Complete garbage item 8982,0
Fantastic quality item 8983,1
Poor quality item 8984,0
Amazing experience item 8985,1
Excellent service item 8986,1
Very disappointed item 8987,0
Great product item 8988,1
I love this! item 8989,1
Very happy with this item 8990,1
Very disappointed item 8991,0
Very disappointed item 8992,0
Great product item 8993,1
Do not buy item 8994,0
Very happy with this item 8995,1
I love this! item 8996,1
Worst experience item 8997,0
Avoid this item 8998,0
Best purchase ever item 8999,1
Do not buy item 9000,0
Best purchase ever item 9001,1
Waste of money item 9002,0
Amazing experience item 9003,1
Best purchase ever item 9004,1
Very happy with this item 9005,1
Amazing experience item 9006,1
Best purchase ever item 9007,1
Fantastic quality item 9008,1
Terrible product item 9009,0
Amazing experience item 9010,1
I love this! item 9011,1
Complete garbage item 9012,0
Complete garbage item 9013,0
Worst experience item 9014,0
Fantastic quality item 9015,1
Highly recommend item 9016,1
Poor quality item 9017,0
Poor quality item 9018,0
Worst experience item 9019,0
Highly recommend item 9020,1
Do not buy item 9021,0
Do not buy item 9022,0
Terrible product item 9023,0
Do not buy item 9024,0
Do not buy item 9025,0
Terrible product item 9026,0
Complete garbage item 9027,0
Terrible product item 9028,0
Amazing experience item 9029,1
Fantastic quality item 9030,1
Terrible product item 9031,0
Best purchase ever item 9032,1
Avoid this item 9033,0
Amazing experience item 9034,1
Great product item 9035,1
Very happy with this item 9036,1
Poor quality item 9037,0
Highly recommend item 9038,1
Waste of money item 9039,0
Avoid this item 9040,0
Fantastic quality item 9041,1
Best purchase ever item 9042,1
I love this! item 9043,1
Complete garbage item 9044,0
Worst experience item 9045,0
Amazing experience item 9046,1
Very happy with this item 9047,1
Best purchase ever item 9048,1
Highly recommend item 9049,1
Best purchase ever item 9050,1
Waste of money item 9051,0
Excellent service item 9052,1
Fantastic quality item 9053,1
Waste of money item 9054,0
Great product item 9055,1
Terrible product item 9056,0
Terrible product item 9057,0
Very disappointed item 9058,0
Worst experience item 9059,0
Worst experience item 9060,0
Very happy with this item 9061,1
I love this! item 9062,1
Worst experience item 9063,0
Highly recommend item 9064,1
Waste of money item 9065,0
Great product item 9066,1
Excellent service item 9067,1
Terrible product item 9068,0
Terrible product item 9069,0
Do not buy item 9070,0
Great product item 9071,1
Terrible product item 9072,0
Excellent service item 9073,1
Best purchase ever item 9074,1
Highly recommend item 9075,1
Poor quality item 9076,0
Excellent service item 9077,1
Poor quality item 9078,0
Do not buy item 9079,0
Very disappointed item 9080,0
Highly recommend item 9081,1
Very happy with this item 9082,1
Great product item 9083,1
Complete garbage item 9084,0
Poor quality item 9085,0
Great product item 9086,1
Great product item 9087,1
Complete garbage item 9088,0
Highly recommend item 9089,1
Very happy with this item 9090,1
Best purchase ever item 9091,1
Fantastic quality item 9092,1
Fantastic quality item 9093,1
Complete garbage item 9094,0
Poor quality item 9095,0
Highly recommend item 9096,1
Poor quality item 9097,0
Amazing experience item 9098,1
Excellent service item 9099,1
Complete garbage item 9100,0
I love this! item 9101,1
I love this! item 9102,1
Excellent service item 9103,1
Avoid this item 9104,0
Do not buy item 9105,0
Very disappointed item 9106,0
Worst experience item 9107,0
Great product item 9108,1
Waste of money item 9109,0
Amazing experience item 9110,1
Terrible product item 9111,0
Excellent service item 9112,1
Very happy with this item 9113,1
Very disappointed item 9114,0
Amazing experience item 9115,1
Great product item 9116,1
Poor quality item 9117,0
I love this! item 9118,1
Amazing experience item 9119,1
Excellent service item 9120,1
Do not buy item 9121,0
Fantastic quality item 9122,1
Waste of money item 9123,0
Fantastic quality item 9124,1
Complete garbage item 9125,0
I love this! item 9126,1
Terrible product item 9127,0
Great product item 9128,1
Amazing experience item 9129,1
Worst experience item 9130,0
Fantastic quality item 9131,1
Do not buy item 9132,0
Best purchase ever item 9133,1
I love this! item 9134,1
Worst experience item 9135,0
Do not buy item 9136,0
Do not buy item 9137,0
Terrible product item 9138,0
Worst experience item 9139,0
Worst experience item 9140,0
Great product item 9141,1
Terrible product item 9142,0
Complete garbage item 9143,0
Best purchase ever item 9144,1
Best purchase ever item 9145,1
Waste of money item 9146,0
Avoid this item 9147,0
Worst experience item 9148,0
Avoid this item 9149,0
Very happy with this item 9150,1
Worst experience item 9151,0
Worst experience item 9152,0
Terrible product item 9153,0
Very disappointed item 9154,0
Terrible product item 9155,0
Fantastic quality item 9156,1
Very disappointed item 9157,0
Great product item 9158,1
Very disappointed item 9159,0
Avoid this item 9160,0
Fantastic quality item 9161,1
Excellent service item 9162,1
Great product item 9163,1
Excellent service item 9164,1
Highly recommend item 9165,1
Waste of money item 9166,0
Amazing experience item 9167,1
Terrible product item 9168,0
Waste of money item 9169,0
Great product item 9170,1
Very disappointed item 9171,0
Do not buy item 9172,0
I love this! item 9173,1
Terrible product item 9174,0
Terrible product item 9175,0
Great product item 9176,1
Excellent service item 9177,1
Fantastic quality item 9178,1
Fantastic quality item 9179,1
Highly recommend item 9180,1
Best purchase ever item 9181,1
Best purchase ever item 9182,1
Avoid this item 9183,0
Complete garbage item 9184,0
I love this! item 9185,1
Best purchase ever item 9186,1
Complete garbage item 9187,0
Waste of money item 9188,0
Very happy with this item 9189,1
Do not buy item 9190,0
Best purchase ever item 9191,1
Best purchase ever item 9192,1
Do not buy item 9193,0
Poor quality item 9194,0
Very happy with this item 9195,1
Highly recommend item 9196,1
Poor quality item 9197,0
Great product item 9198,1
Amazing experience item 9199,1
I love this! item 9200,1
Do not buy item 9201,0
Worst experience item 9202,0
Do not buy item 9203,0
Avoid this item 9204,0
Worst experience item 9205,0
